X,unigram,unifreq,prob
7827,topping,159,2.3468297762561e-07
7828,victorian,159,2.3468297762561e-07
7829,atleast,158,2.33206984055637e-07
7830,binding,158,2.33206984055637e-07
7831,chronic,158,2.33206984055637e-07
7832,copper,158,2.33206984055637e-07
7833,desktop,158,2.33206984055637e-07
7834,evolved,158,2.33206984055637e-07
7835,eyebrows,158,2.33206984055637e-07
7836,girlfriends,158,2.33206984055637e-07
7837,hash,158,2.33206984055637e-07
7838,hipster,158,2.33206984055637e-07
7839,ivy,158,2.33206984055637e-07
7840,montana,158,2.33206984055637e-07
7841,mtv,158,2.33206984055637e-07
7842,natalie,158,2.33206984055637e-07
7843,necessity,158,2.33206984055637e-07
7844,nickname,158,2.33206984055637e-07
7845,pursuing,158,2.33206984055637e-07
7846,reject,158,2.33206984055637e-07
7847,replies,158,2.33206984055637e-07
7848,ripe,158,2.33206984055637e-07
7849,sacramento,158,2.33206984055637e-07
7850,sandy,158,2.33206984055637e-07
7851,servers,158,2.33206984055637e-07
7852,sm,158,2.33206984055637e-07
7853,te,158,2.33206984055637e-07
7854,venues,158,2.33206984055637e-07
7855,vid,158,2.33206984055637e-07
7856,vietnam,158,2.33206984055637e-07
7857,warn,158,2.33206984055637e-07
7858,weddings,158,2.33206984055637e-07
7859,abv,157,2.31730990485665e-07
7860,aircraft,157,2.31730990485665e-07
7861,airplane,157,2.31730990485665e-07
7862,brighter,157,2.31730990485665e-07
7863,cain,157,2.31730990485665e-07
7864,chile,157,2.31730990485665e-07
7865,cock,157,2.31730990485665e-07
7866,confess,157,2.31730990485665e-07
7867,constructed,157,2.31730990485665e-07
7868,consulting,157,2.31730990485665e-07
7869,cult,157,2.31730990485665e-07
7870,eco,157,2.31730990485665e-07
7871,educate,157,2.31730990485665e-07
7872,emerge,157,2.31730990485665e-07
7873,feeds,157,2.31730990485665e-07
7874,fitted,157,2.31730990485665e-07
7875,fluid,157,2.31730990485665e-07
7876,insist,157,2.31730990485665e-07
7877,lin,157,2.31730990485665e-07
7878,mahone,157,2.31730990485665e-07
7879,malaysia,157,2.31730990485665e-07
7880,matched,157,2.31730990485665e-07
7881,moses,157,2.31730990485665e-07
7882,neighborhoods,157,2.31730990485665e-07
7883,noises,157,2.31730990485665e-07
7884,optimistic,157,2.31730990485665e-07
7885,outdoors,157,2.31730990485665e-07
7886,participant,157,2.31730990485665e-07
7887,performers,157,2.31730990485665e-07
7888,poised,157,2.31730990485665e-07
7889,politician,157,2.31730990485665e-07
7890,reps,157,2.31730990485665e-07
7891,rsvp,157,2.31730990485665e-07
7892,ruins,157,2.31730990485665e-07
7893,seafood,157,2.31730990485665e-07
7894,sleeps,157,2.31730990485665e-07
7895,stitching,157,2.31730990485665e-07
7896,td,157,2.31730990485665e-07
7897,trace,157,2.31730990485665e-07
7898,wii,157,2.31730990485665e-07
7899,wr,157,2.31730990485665e-07
7900,2am,156,2.30254996915692e-07
7901,bon,156,2.30254996915692e-07
7902,climbed,156,2.30254996915692e-07
7903,cont,156,2.30254996915692e-07
7904,cycling,156,2.30254996915692e-07
7905,daisy,156,2.30254996915692e-07
7906,dense,156,2.30254996915692e-07
7907,departure,156,2.30254996915692e-07
7908,diana,156,2.30254996915692e-07
7909,entrepreneurs,156,2.30254996915692e-07
7910,gala,156,2.30254996915692e-07
7911,goddess,156,2.30254996915692e-07
7912,govt,156,2.30254996915692e-07
7913,guru,156,2.30254996915692e-07
7914,hips,156,2.30254996915692e-07
7915,leftovers,156,2.30254996915692e-07
7916,mansion,156,2.30254996915692e-07
7917,mist,156,2.30254996915692e-07
7918,mtg,156,2.30254996915692e-07
7919,nevada,156,2.30254996915692e-07
7920,outcomes,156,2.30254996915692e-07
7921,pantry,156,2.30254996915692e-07
7922,perfume,156,2.30254996915692e-07
7923,poke,156,2.30254996915692e-07
7924,powered,156,2.30254996915692e-07
7925,preservation,156,2.30254996915692e-07
7926,residential,156,2.30254996915692e-07
7927,scroll,156,2.30254996915692e-07
7928,sealed,156,2.30254996915692e-07
7929,sorrow,156,2.30254996915692e-07
7930,surrender,156,2.30254996915692e-07
7931,travis,156,2.30254996915692e-07
7932,uploaded,156,2.30254996915692e-07
7933,watson,156,2.30254996915692e-07
7934,woody,156,2.30254996915692e-07
7935,appearances,155,2.2877900334572e-07
7936,barcelona,155,2.2877900334572e-07
7937,beaches,155,2.2877900334572e-07
7938,bradley,155,2.2877900334572e-07
7939,cider,155,2.2877900334572e-07
7940,composed,155,2.2877900334572e-07
7941,controversy,155,2.2877900334572e-07
7942,cracks,155,2.2877900334572e-07
7943,currency,155,2.2877900334572e-07
7944,definite,155,2.2877900334572e-07
7945,diapers,155,2.2877900334572e-07
7946,finely,155,2.2877900334572e-07
7947,fringe,155,2.2877900334572e-07
7948,fuzzy,155,2.2877900334572e-07
7949,generic,155,2.2877900334572e-07
7950,goose,155,2.2877900334572e-07
7951,hong,155,2.2877900334572e-07
7952,illusion,155,2.2877900334572e-07
7953,incorporate,155,2.2877900334572e-07
7954,jumps,155,2.2877900334572e-07
7955,proceed,155,2.2877900334572e-07
7956,publications,155,2.2877900334572e-07
7957,roosevelt,155,2.2877900334572e-07
7958,setup,155,2.2877900334572e-07
7959,sexually,155,2.2877900334572e-07
7960,stellar,155,2.2877900334572e-07
7961,surreal,155,2.2877900334572e-07
7962,trayvon,155,2.2877900334572e-07
7963,turnout,155,2.2877900334572e-07
7964,unsure,155,2.2877900334572e-07
7965,vagina,155,2.2877900334572e-07
7966,warner,155,2.2877900334572e-07
7967,weave,155,2.2877900334572e-07
7968,wknd,155,2.2877900334572e-07
7969,batting,154,2.27303009775748e-07
7970,canyon,154,2.27303009775748e-07
7971,cardio,154,2.27303009775748e-07
7972,coordinator,154,2.27303009775748e-07
7973,cord,154,2.27303009775748e-07
7974,distributed,154,2.27303009775748e-07
7975,dome,154,2.27303009775748e-07
7976,errands,154,2.27303009775748e-07
7977,feared,154,2.27303009775748e-07
7978,firing,154,2.27303009775748e-07
7979,gulf,154,2.27303009775748e-07
7980,harvey,154,2.27303009775748e-07
7981,haul,154,2.27303009775748e-07
7982,herb,154,2.27303009775748e-07
7983,hollow,154,2.27303009775748e-07
7984,html,154,2.27303009775748e-07
7985,judy,154,2.27303009775748e-07
7986,lawsuit,154,2.27303009775748e-07
7987,lend,154,2.27303009775748e-07
7988,observations,154,2.27303009775748e-07
7989,reagan,154,2.27303009775748e-07
7990,reportedly,154,2.27303009775748e-07
7991,ridge,154,2.27303009775748e-07
7992,scares,154,2.27303009775748e-07
7993,skull,154,2.27303009775748e-07
7994,sonic,154,2.27303009775748e-07
7995,stretching,154,2.27303009775748e-07
7996,targets,154,2.27303009775748e-07
7997,thang,154,2.27303009775748e-07
7998,transferred,154,2.27303009775748e-07
7999,url,154,2.27303009775748e-07
8000,violation,154,2.27303009775748e-07
8001,volleyball,154,2.27303009775748e-07
8002,walter,154,2.27303009775748e-07
8003,yah,154,2.27303009775748e-07
8004,7am,153,2.25827016205775e-07
8005,ambitious,153,2.25827016205775e-07
8006,bald,153,2.25827016205775e-07
8007,boats,153,2.25827016205775e-07
8008,catherine,153,2.25827016205775e-07
8009,chalk,153,2.25827016205775e-07
8010,confession,153,2.25827016205775e-07
8011,cyber,153,2.25827016205775e-07
8012,declare,153,2.25827016205775e-07
8013,enjoyment,153,2.25827016205775e-07
8014,expectation,153,2.25827016205775e-07
8015,flipped,153,2.25827016205775e-07
8016,focuses,153,2.25827016205775e-07
8017,funk,153,2.25827016205775e-07
8018,genetic,153,2.25827016205775e-07
8019,justified,153,2.25827016205775e-07
8020,kiddos,153,2.25827016205775e-07
8021,mee,153,2.25827016205775e-07
8022,melting,153,2.25827016205775e-07
8023,offerings,153,2.25827016205775e-07
8024,organisation,153,2.25827016205775e-07
8025,paranormal,153,2.25827016205775e-07
8026,phew,153,2.25827016205775e-07
8027,pleasing,153,2.25827016205775e-07
8028,quicker,153,2.25827016205775e-07
8029,reed,153,2.25827016205775e-07
8030,reflected,153,2.25827016205775e-07
8031,rondo,153,2.25827016205775e-07
8032,rum,153,2.25827016205775e-07
8033,seating,153,2.25827016205775e-07
8034,smartphone,153,2.25827016205775e-07
8035,wisely,153,2.25827016205775e-07
8036,wizard,153,2.25827016205775e-07
8037,advise,152,2.24351022635803e-07
8038,appearing,152,2.24351022635803e-07
8039,boredom,152,2.24351022635803e-07
8040,characteristics,152,2.24351022635803e-07
8041,comforting,152,2.24351022635803e-07
8042,continuous,152,2.24351022635803e-07
8043,cum,152,2.24351022635803e-07
8044,demons,152,2.24351022635803e-07
8045,dimension,152,2.24351022635803e-07
8046,dragging,152,2.24351022635803e-07
8047,earliest,152,2.24351022635803e-07
8048,ebooks,152,2.24351022635803e-07
8049,eighth,152,2.24351022635803e-07
8050,electronics,152,2.24351022635803e-07
8051,festivals,152,2.24351022635803e-07
8052,gin,152,2.24351022635803e-07
8053,glowing,152,2.24351022635803e-07
8054,goodwill,152,2.24351022635803e-07
8055,guitarist,152,2.24351022635803e-07
8056,indicated,152,2.24351022635803e-07
8057,infamous,152,2.24351022635803e-07
8058,jacksonville,152,2.24351022635803e-07
8059,learnt,152,2.24351022635803e-07
8060,lipstick,152,2.24351022635803e-07
8061,lust,152,2.24351022635803e-07
8062,measuring,152,2.24351022635803e-07
8063,moreover,152,2.24351022635803e-07
8064,nearest,152,2.24351022635803e-07
8065,noting,152,2.24351022635803e-07
8066,palin,152,2.24351022635803e-07
8067,pledge,152,2.24351022635803e-07
8068,searched,152,2.24351022635803e-07
8069,shannon,152,2.24351022635803e-07
8070,shredded,152,2.24351022635803e-07
8071,sincere,152,2.24351022635803e-07
8072,tearing,152,2.24351022635803e-07
8073,tgif,152,2.24351022635803e-07
8074,verbal,152,2.24351022635803e-07
8075,wiped,152,2.24351022635803e-07
8076,womans,152,2.24351022635803e-07
8077,zealand,152,2.24351022635803e-07
8078,1990s,151,2.2287502906583e-07
8079,admittedly,151,2.2287502906583e-07
8080,blade,151,2.2287502906583e-07
8081,braces,151,2.2287502906583e-07
8082,clicked,151,2.2287502906583e-07
8083,commenting,151,2.2287502906583e-07
8084,criminals,151,2.2287502906583e-07
8085,drill,151,2.2287502906583e-07
8086,essays,151,2.2287502906583e-07
8087,exclusively,151,2.2287502906583e-07
8088,flipping,151,2.2287502906583e-07
8089,gaze,151,2.2287502906583e-07
8090,gems,151,2.2287502906583e-07
8091,giveaways,151,2.2287502906583e-07
8092,hbo,151,2.2287502906583e-07
8093,liberals,151,2.2287502906583e-07
8094,lucas,151,2.2287502906583e-07
8095,promptly,151,2.2287502906583e-07
8096,receives,151,2.2287502906583e-07
8097,sparks,151,2.2287502906583e-07
8098,spencer,151,2.2287502906583e-07
8099,strengthen,151,2.2287502906583e-07
8100,surf,151,2.2287502906583e-07
8101,wink,151,2.2287502906583e-07
8102,witty,151,2.2287502906583e-07
8103,yield,151,2.2287502906583e-07
8104,abs,150,2.21399035495858e-07
8105,activists,150,2.21399035495858e-07
8106,bi,150,2.21399035495858e-07
8107,branding,150,2.21399035495858e-07
8108,catches,150,2.21399035495858e-07
8109,cheddar,150,2.21399035495858e-07
8110,chipotle,150,2.21399035495858e-07
8111,cookbook,150,2.21399035495858e-07
8112,denial,150,2.21399035495858e-07
8113,entrepreneur,150,2.21399035495858e-07
8114,feathers,150,2.21399035495858e-07
8115,gregory,150,2.21399035495858e-07
8116,heavens,150,2.21399035495858e-07
8117,latte,150,2.21399035495858e-07
8118,logan,150,2.21399035495858e-07
8119,mil,150,2.21399035495858e-07
8120,mj,150,2.21399035495858e-07
8121,neon,150,2.21399035495858e-07
8122,noticing,150,2.21399035495858e-07
8123,patrons,150,2.21399035495858e-07
8124,providers,150,2.21399035495858e-07
8125,repeating,150,2.21399035495858e-07
8126,retailers,150,2.21399035495858e-07
8127,rope,150,2.21399035495858e-07
8128,sanity,150,2.21399035495858e-07
8129,sickness,150,2.21399035495858e-07
8130,simplicity,150,2.21399035495858e-07
8131,skate,150,2.21399035495858e-07
8132,volunteering,150,2.21399035495858e-07
8133,administrative,149,2.19923041925886e-07
8134,assure,149,2.19923041925886e-07
8135,berries,149,2.19923041925886e-07
8136,borrowed,149,2.19923041925886e-07
8137,browsing,149,2.19923041925886e-07
8138,complained,149,2.19923041925886e-07
8139,copic,149,2.19923041925886e-07
8140,cows,149,2.19923041925886e-07
8141,crackers,149,2.19923041925886e-07
8142,enthusiastic,149,2.19923041925886e-07
8143,envelope,149,2.19923041925886e-07
8144,examination,149,2.19923041925886e-07
8145,exploration,149,2.19923041925886e-07
8146,gravy,149,2.19923041925886e-07
8147,honour,149,2.19923041925886e-07
8148,ikea,149,2.19923041925886e-07
8149,journals,149,2.19923041925886e-07
8150,mashed,149,2.19923041925886e-07
8151,mines,149,2.19923041925886e-07
8152,needles,149,2.19923041925886e-07
8153,patiently,149,2.19923041925886e-07
8154,quantity,149,2.19923041925886e-07
8155,riley,149,2.19923041925886e-07
8156,shaping,149,2.19923041925886e-07
8157,socially,149,2.19923041925886e-07
8158,stupidity,149,2.19923041925886e-07
8159,suspension,149,2.19923041925886e-07
8160,tense,149,2.19923041925886e-07
8161,thrill,149,2.19923041925886e-07
8162,tmrw,149,2.19923041925886e-07
8163,troubled,149,2.19923041925886e-07
8164,ambition,148,2.18447048355913e-07
8165,angela,148,2.18447048355913e-07
8166,blender,148,2.18447048355913e-07
8167,carnival,148,2.18447048355913e-07
8168,churchill,148,2.18447048355913e-07
8169,completing,148,2.18447048355913e-07
8170,dismissed,148,2.18447048355913e-07
8171,drawer,148,2.18447048355913e-07
8172,execution,148,2.18447048355913e-07
8173,fascinated,148,2.18447048355913e-07
8174,fragile,148,2.18447048355913e-07
8175,framed,148,2.18447048355913e-07
8176,humour,148,2.18447048355913e-07
8177,interface,148,2.18447048355913e-07
8178,jill,148,2.18447048355913e-07
8179,learns,148,2.18447048355913e-07
8180,maggie,148,2.18447048355913e-07
8181,misery,148,2.18447048355913e-07
8182,mouths,148,2.18447048355913e-07
8183,nightmares,148,2.18447048355913e-07
8184,ops,148,2.18447048355913e-07
8185,packet,148,2.18447048355913e-07
8186,pending,148,2.18447048355913e-07
8187,photographers,148,2.18447048355913e-07
8188,pony,148,2.18447048355913e-07
8189,prediction,148,2.18447048355913e-07
8190,replay,148,2.18447048355913e-07
8191,rug,148,2.18447048355913e-07
8192,seasoned,148,2.18447048355913e-07
8193,socialist,148,2.18447048355913e-07
8194,stampin,148,2.18447048355913e-07
8195,sup,148,2.18447048355913e-07
8196,survivor,148,2.18447048355913e-07
8197,sweaty,148,2.18447048355913e-07
8198,visitor,148,2.18447048355913e-07
8199,voter,148,2.18447048355913e-07
8200,au,147,2.16971054785941e-07
8201,availability,147,2.16971054785941e-07
8202,belated,147,2.16971054785941e-07
8203,browser,147,2.16971054785941e-07
8204,bryant,147,2.16971054785941e-07
8205,buyer,147,2.16971054785941e-07
8206,celery,147,2.16971054785941e-07
8207,colin,147,2.16971054785941e-07
8208,components,147,2.16971054785941e-07
8209,comprehensive,147,2.16971054785941e-07
8210,creeping,147,2.16971054785941e-07
8211,cruz,147,2.16971054785941e-07
8212,curtain,147,2.16971054785941e-07
8213,defining,147,2.16971054785941e-07
8214,disability,147,2.16971054785941e-07
8215,discrimination,147,2.16971054785941e-07
8216,distinction,147,2.16971054785941e-07
8217,drained,147,2.16971054785941e-07
8218,elvis,147,2.16971054785941e-07
8219,goodmorning,147,2.16971054785941e-07
8220,grabs,147,2.16971054785941e-07
8221,hearted,147,2.16971054785941e-07
8222,holland,147,2.16971054785941e-07
8223,hospitality,147,2.16971054785941e-07
8224,legislative,147,2.16971054785941e-07
8225,mankind,147,2.16971054785941e-07
8226,mar,147,2.16971054785941e-07
8227,melody,147,2.16971054785941e-07
8228,monkeys,147,2.16971054785941e-07
8229,opt,147,2.16971054785941e-07
8230,overlooked,147,2.16971054785941e-07
8231,pdf,147,2.16971054785941e-07
8232,pimp,147,2.16971054785941e-07
8233,pope,147,2.16971054785941e-07
8234,query,147,2.16971054785941e-07
8235,rhetoric,147,2.16971054785941e-07
8236,rochester,147,2.16971054785941e-07
8237,settlement,147,2.16971054785941e-07
8238,smelling,147,2.16971054785941e-07
8239,sorta,147,2.16971054785941e-07
8240,sweets,147,2.16971054785941e-07
8241,temp,147,2.16971054785941e-07
8242,treadmill,147,2.16971054785941e-07
8243,abby,146,2.15495061215969e-07
8244,albuquerque,146,2.15495061215969e-07
8245,appetite,146,2.15495061215969e-07
8246,bartender,146,2.15495061215969e-07
8247,believers,146,2.15495061215969e-07
8248,clues,146,2.15495061215969e-07
8249,conservation,146,2.15495061215969e-07
8250,earnings,146,2.15495061215969e-07
8251,executives,146,2.15495061215969e-07
8252,font,146,2.15495061215969e-07
8253,founders,146,2.15495061215969e-07
8254,framework,146,2.15495061215969e-07
8255,gee,146,2.15495061215969e-07
8256,gel,146,2.15495061215969e-07
8257,gotcha,146,2.15495061215969e-07
8258,innocence,146,2.15495061215969e-07
8259,integration,146,2.15495061215969e-07
8260,jealousy,146,2.15495061215969e-07
8261,kanye,146,2.15495061215969e-07
8262,karl,146,2.15495061215969e-07
8263,kits,146,2.15495061215969e-07
8264,laser,146,2.15495061215969e-07
8265,obtained,146,2.15495061215969e-07
8266,partial,146,2.15495061215969e-07
8267,personalities,146,2.15495061215969e-07
8268,platforms,146,2.15495061215969e-07
8269,pours,146,2.15495061215969e-07
8270,prepping,146,2.15495061215969e-07
8271,preschool,146,2.15495061215969e-07
8272,screams,146,2.15495061215969e-07
8273,sensation,146,2.15495061215969e-07
8274,sharon,146,2.15495061215969e-07
8275,ski,146,2.15495061215969e-07
8276,steep,146,2.15495061215969e-07
8277,summers,146,2.15495061215969e-07
8278,surviving,146,2.15495061215969e-07
8279,swinging,146,2.15495061215969e-07
8280,tolerance,146,2.15495061215969e-07
8281,varieties,146,2.15495061215969e-07
8282,whispered,146,2.15495061215969e-07
8283,31st,145,2.14019067645996e-07
8284,accordingly,145,2.14019067645996e-07
8285,allegations,145,2.14019067645996e-07
8286,arkansas,145,2.14019067645996e-07
8287,attachment,145,2.14019067645996e-07
8288,biased,145,2.14019067645996e-07
8289,biology,145,2.14019067645996e-07
8290,bishop,145,2.14019067645996e-07
8291,bore,145,2.14019067645996e-07
8292,cherish,145,2.14019067645996e-07
8293,convey,145,2.14019067645996e-07
8294,dispute,145,2.14019067645996e-07
8295,eliminated,145,2.14019067645996e-07
8296,enhanced,145,2.14019067645996e-07
8297,greed,145,2.14019067645996e-07
8298,hack,145,2.14019067645996e-07
8299,individually,145,2.14019067645996e-07
8300,infant,145,2.14019067645996e-07
8301,instances,145,2.14019067645996e-07
8302,inventory,145,2.14019067645996e-07
8303,investigators,145,2.14019067645996e-07
8304,investments,145,2.14019067645996e-07
8305,labeled,145,2.14019067645996e-07
8306,lifes,145,2.14019067645996e-07
8307,naming,145,2.14019067645996e-07
8308,outing,145,2.14019067645996e-07
8309,patron,145,2.14019067645996e-07
8310,propaganda,145,2.14019067645996e-07
